episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
160,1.0,3.2000869071588065,0.683133037045301,0.14590508209882547,-30.0,1.0,[-30.0, 1.0],0.0,False,True,0.7925514920345526,1,17.709159380834848,561.269,prepare,0.0
160,2.0,3.1997327938476707,0.6831032114197834,0.18326595495146542,-4.983851451473576,2.9597159420125463,[-4.983851451473576, 2.9597159420125463],1.0,False,True,0.7905513581379278,1,17.709159380834848,561.333,in_progress,0.0
160,3.0,3.208653279126607,0.6860864876568864,0.8863932055737093,-30.0,1.0147796781500524,[-30.0, 1.0147796781500524],1.0,False,True,0.8409771391043007,1,17.709159380834848,561.396,in_progress,0.0
160,4.0,3.231774453378023,0.676767858162675,-1.2347144496891493,6.813192479134877,3.0,[6.813192479134877, 3.0],1.0,False,True,0.9714291360238301,1,17.709159380834848,561.47,in_progress,0.0
160,5.0,3.2683515877166927,0.6678206011315992,-2.7313625147592635,14.15251703475132,1.0,[14.15251703475132, 1.0],1.0,False,True,1.1778951199516974,1,17.709159380834848,561.529,in_progress,0.0
160,6.0,3.3178009954172136,0.6751649370742977,-0.4941023771469998,-26.737837687498644,2.974089249388353,[-26.737837687498644, 2.974089249388353],1.0,False,True,1.4571889889119016,2,17.709159380834848,561.597,in_progress,0.0
160,7.0,3.37938360540687,0.6774098487496957,-0.315985987956574,-30.0,3.0,[-30.0, 3.0],1.0,False,True,1.8049954837148015,2,17.709159380834848,561.665,in_progress,0.0
160,8.0,3.445258870669243,0.6597146528167092,-4.264660276531793,-23.060357793130297,2.598283237387134,[-23.060357793130297, 2.598283237387134],1.0,False,True,2.1769542848649173,3,17.709159380834848,561.735,in_progress,0.0
160,9.0,3.5241749234047313,0.620124311041661,-11.689531349635768,13.786284645186768,1.0,[13.786284645186768, 1.0],0.5,False,True,2.6224696238392466,3,17.709159380834848,561.801,in_progress,0.0
160,10.0,3.6060457470451843,0.5721330960998399,-18.909280552981897,30.0,1.0245025511200891,[30.0, 1.0245025511200891],0.5,False,True,3.0846701694603804,4,17.709159380834848,561.867,in_progress,0.0
160,11.0,3.71078627189168,0.5333968334628045,-19.402934642216852,19.863633994366474,1.0,[19.863633994366474, 1.0],0.5,False,True,3.676050455664929,4,17.709159380834848,561.937,in_progress,0.0
160,12.0,3.7598956884600256,0.5210089648595089,-18.308614418497484,-12.16555889266959,1.0,[-12.16555889266959, 1.0],0.5,False,True,3.953335122043259,5,17.709159380834848,562.001,in_progress,0.0
160,13.0,3.82511103725986,0.5039045004547715,-17.347096121530964,30.0,1.0,[30.0, 1.0],0.5,False,True,4.321582971946368,5,17.709159380834848,562.068,in_progress,0.0
160,14.0,3.898269451881211,0.4836912254117119,-16.75204972959661,-17.27678124072442,2.109139732363171,[-17.27678124072442, 2.109139732363171],0.5,False,True,4.734653843213011,6,17.709159380834848,562.132,in_progress,0.0
160,15.0,3.9746119575555094,0.46457405538876867,-16.158814640000482,5.204296100378386,2.1581106429640537,[5.204296100378386, 2.1581106429640537],0.5,False,True,5.165707271079385,6,17.709159380834848,562.2,in_progress,0.0
160,16.0,4.0634714897136694,0.4353289340672868,-16.877271098997173,-21.34575059888281,2.188099832078892,[-21.34575059888281, 2.188099832078892],0.5,False,True,5.66742146068508,7,17.709159380834848,562.264,in_progress,0.0
160,17.0,4.165072551592021,0.39716072539400593,-18.478773864001628,30.0,2.3977517096619874,[30.0, 2.3977517096619874],0.5,False,True,6.241056804942284,7,17.709159380834848,562.334,in_progress,0.0
160,18.0,4.265250359904993,0.35628500219560477,-20.05325881924985,2.8786887801015837,3.0,[2.8786887801015837, 3.0],0.5,False,False,6.806647862746881,8,17.709159380834848,562.405,in_progress,0.0
160,19.0,4.40456752131313,0.3217906282778136,-16.91452471085661,-20.010693858189143,1.1518228571447482,[-20.010693858189143, 1.1518228571447482],0.5,False,False,7.593273277520991,9,17.709159380834848,562.472,in_progress,0.0
160,20.0,4.522466180464561,0.294013028279072,-14.428001552449578,-30.0,1.2945327769497545,[-30.0, 1.2945327769497545],0.5,False,False,8.25897519803278,10,17.709159380834848,562.535,in_progress,0.0
160,21.0,4.623210266700287,0.2638296337232751,-14.766453188045352,30.0,2.3243168653644846,[30.0, 2.3243168653644846],0.5,False,False,8.82776747694984,10,17.709159380834848,562.603,in_progress,0.0
160,22.0,4.735342450314402,0.23613103745165817,-14.208412003660222,-30.0,1.154449306866887,[-30.0, 1.154449306866887],0.5,False,False,9.460854178665723,11,17.709159380834848,562.675,in_progress,0.0
160,23.0,4.837105793258298,0.2191609771022316,-12.334188361321996,-30.0,3.0,[-30.0, 3.0],0.5,False,False,10.03545405303823,12,17.709159380834848,562.737,in_progress,0.0
160,24.0,4.943406866064696,0.1894736447731705,-13.820855073771593,30.0,1.4123111755152058,[30.0, 1.4123111755152058],0.5,False,False,10.635638262274387,13,17.709159380834848,562.806,in_progress,0.0
160,25.0,5.051341419994079,0.15584358957604574,-15.6966909422033,-1.5127755362410937,1.1243656145688767,[-1.5127755362410937, 1.1243656145688767],0.5,True,False,11.245157628191924,13,17.709159380834848,562.869,off_track,0.0
